exposure_id,pet_gender,pet_de_sexed,pet_de_sexed_age,pet_is_switcher,pet_age_months,nb_contribution,nb_excess,nb_address_type_adj,nb_suburb,nb_postcode,nb_state,person_dob,nb_contribution_excess,pet_age_years,owner_age_years,nb_number_of_breeds,nb_average_breed_size,nb_breed_type,nb_breed_trait,nb_breed_name_unique,nb_breed_name_unique_concat,is_multi_pet_plan,lead_date_day,quote_date,quote_time_group,Full_month_premium
exposure_f5ffa589-d2c5-43a4-925b-13c67d70d82b,male,FALSE,,,3,100,100,House,Margate,4019,QLD,1993-01-17,100100,0-6 months,31,1,2,unnamed cross,unknown,australian shepherd cross,australian shepherd cross,FALSE,0,2024-03-04 05:45:46,Morning (05:00 - 11:59),
exposure_f605ee4f-5275-4275-8b37-8408dbd86a45,female,FALSE,,,23,80,100,House,Caringbah,2229,NSW,1970-11-06,80100,1 years,53,1,1,purebred,water dog,poodletoy,poodletoy,TRUE,0,2024-07-01 09:17:15,Morning (05:00 - 11:59),
exposure_f61b470d-d1dd-49ca-99f1-0f11aedc9520,female,TRUE,7-12 mo,TRUE,56,80,200,House,Upper Coomera,4209,QLD,1972-10-02,80200,4 years,51,1,1,purebred,spitz related,pomeranian,pomeranian,TRUE,0,2024-06-19 12:41:03,Afternoon (12:00 - 17:59),
exposure_f61bd70b-eb82-4c5d-beb2-8270580b66e6,female,TRUE,0-3 mo,FALSE,24,80,100,House,Manning,6152,WA,1973-06-21,80100,2 years,50,1,1,unnamed cross,unknown,maltese cross,maltese cross,FALSE,0,2024-05-18 10:15:15,Morning (05:00 - 11:59),
exposure_f6233b85-9dea-4b0d-a530-26160927c34b,female,FALSE,,,56,80,100,House,Wyoming,2250,NSW,1967-11-27,80100,4 years,56,1,2,unnamed cross,unknown,australian cattle dog cross,australian cattle dog cross,FALSE,0,2024-06-25 13:00:57,Afternoon (12:00 - 17:59),
exposure_f62a7331-722c-4bf4-bd8b-10c7b128f925,female,TRUE,4-6 mo,TRUE,26,80,0,House,Bridgeman Downs,4035,QLD,1999-06-09,800,2 years,25,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2024-07-22 11:46:23,Morning (05:00 - 11:59),
exposure_f62e87cd-a921-400c-b490-cb8c4eeb56ef,female,TRUE,7-12 mo,,52,80,0,House,North Geelong,3215,VIC,1975-05-03,800,4 years,48,1,1,cross,,spoodle,spoodle,FALSE,0,2024-02-26 06:49:22,Morning (05:00 - 11:59),
exposure_f632459f-8782-4daf-a675-63714c85d013,male,TRUE,7-12 mo,TRUE,27,80,100,House,Killcare Heights,2257,NSW,1977-01-22,80100,2 years,47,2,2,cross,cross,cross,"american staffordshire terrier, cavalier king charles spaniel cross",FALSE,0,2024-06-07 13:10:07,Afternoon (12:00 - 17:59),
exposure_f6410d3c-c235-45b5-8475-aa38250953f7,female,TRUE,1-2 yr,FALSE,32,90,200,House,Tolga,4882,QLD,1997-02-03,90200,2 years,27,1,1,purebred,teckel,dachshundminiature smooth haired,dachshundminiature smooth haired,FALSE,0,2024-08-12 11:00:44,Morning (05:00 - 11:59),
exposure_f642fdbf-8893-4c3e-bc1c-fb1193d897ed,male,TRUE,4-6 mo,FALSE,5,80,200,House,High Wycombe,6057,WA,1995-08-29,80200,0-6 months,28,1,1,purebred,sighthound,italian greyhound,italian greyhound,FALSE,0,2024-07-14 23:00:18,Evening (18:00 - 23:59),
exposure_f6495ba9-24e6-486d-98d9-4e6b7d669b31,male,FALSE,,FALSE,2,80,200,House,Kidman Park,5025,SA,1991-03-28,80200,0-6 months,33,1,1,purebred,teckel,dachshundminiature smooth haired,dachshundminiature smooth haired,FALSE,0,2024-08-23 22:15:36,Evening (18:00 - 23:59),
exposure_f64ad328-dee8-4bd0-917f-7511865a70bc,female,FALSE,,TRUE,2,90,200,House,Valley View,5093,SA,1958-03-14,90200,0-6 months,66,1,3,cross,,australian cobberdog,australian cobberdog,FALSE,0,2024-07-29 12:59:44,Afternoon (12:00 - 17:59),
exposure_f64c5f4d-441c-46e2-ab25-8c7de4d44bde,female,TRUE,7-12 mo,FALSE,14,80,200,House,Hillside,3037,VIC,1997-02-10,80200,1 years,27,1,2,purebred,brachycephalic,french bulldog,french bulldog,TRUE,0,2024-09-17 20:06:28,Evening (18:00 - 23:59),
exposure_f65030b2-c9d8-4667-a9e9-27fc32df456e,female,FALSE,,,2,90,0,Apartment,Reservoir,3073,VIC,1998-06-26,900,0-6 months,25,1,2,cross,,chinese crestepoo,chinese crestepoo,TRUE,0,2024-01-01 12:51:36,Afternoon (12:00 - 17:59),
exposure_f6567600-a84b-4c8a-8265-533e09dc153a,male,TRUE,7-12 mo,TRUE,31,90,0,House,Burleigh Waters,4220,QLD,1997-05-30,900,2 years,27,1,1,cross,,spoodle,spoodle,FALSE,0,2024-07-03 17:07:58,Afternoon (12:00 - 17:59),
exposure_f65b8c01-b16d-40d9-bd8d-67d2bdc91ada,male,FALSE,,,4,90,0,House,Piara Waters,6112,WA,1976-11-04,900,0-6 months,47,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2024-02-03 13:29:31,Afternoon (12:00 - 17:59),
exposure_f65ddb3d-eede-4214-b225-99183a372939,female,FALSE,,TRUE,3,80,200,House,Yarrambat,3091,VIC,1983-01-26,80200,0-6 months,41,1,4,purebred,shepherd type,bernese mountain dog,bernese mountain dog,FALSE,0,2024-09-29 20:25:58,Evening (18:00 - 23:59),
exposure_f66e09da-fad1-422f-a1d0-bca870143a96,female,FALSE,,FALSE,8,80,200,House,Fletcher,2287,NSW,1993-01-04,80200,7-12 months,31,1,2,purebred,brachycephalic,french bulldog,french bulldog,TRUE,0,2024-09-11 18:43:36,Evening (18:00 - 23:59),
exposure_f6756bd7-1d90-4f55-9714-07af06d43580,female,TRUE,2+ yr,FALSE,49,100,200,House,Moonah,7009,TAS,1970-02-03,100200,4 years,54,1,2,unnamed cross,unknown,staffordshire bull terrier cross,staffordshire bull terrier cross,FALSE,0,2024-04-15 14:23:26,Afternoon (12:00 - 17:59),
exposure_f67ced1d-8fcf-4b60-b6eb-16b41efa3a1d,male,FALSE,,,17,80,100,House,Pacific Pines,4211,QLD,1998-03-11,80100,1 years,25,1,3,purebred,brachycephalic,american staffordshire terrier,american staffordshire terrier,FALSE,0,2024-01-02 21:39:55,Evening (18:00 - 23:59),
exposure_f6808ce3-8380-4c81-9968-948836102684,male,TRUE,1-2 yr,,48,90,100,House,North Narrabeen,2101,NSW,1980-09-18,90100,4 years,42,1,3,purebred,retriever,labrador retriever,labrador retriever,FALSE,0,2023-08-01 21:08:24,Evening (18:00 - 23:59),
exposure_f685ea19-ef25-4205-b77b-161257d2994b,male,TRUE,4-6 mo,TRUE,15,80,100,House,Caloundra West,4551,QLD,2002-06-16,80100,1 years,22,1,1,purebred,teckel,dachshundminiature long haired,dachshundminiature long haired,TRUE,0,2024-05-27 20:21:08,Evening (18:00 - 23:59),
exposure_f68e68c7-5a51-4933-aa5b-74154392d746,male,FALSE,,,3,80,200,House,Camira,4300,QLD,1976-11-12,80200,0-6 months,47,1,1,unnamed cross,unknown,maltese cross,maltese cross,FALSE,0,2024-08-11 09:39:12,Morning (05:00 - 11:59),
exposure_f692250f-8dc1-424f-a7c5-e4eeb5faeb3c,male,TRUE,1-2 yr,TRUE,55,80,100,House,Balwyn,3103,VIC,1970-10-08,80100,4 years,53,1,2,purebred,collie related,australian cattle dogred heeler,australian cattle dogred heeler,FALSE,0,2024-05-11 19:54:12,Evening (18:00 - 23:59),
exposure_f69f3926-7523-4a25-b658-9e30da51eaef,male,FALSE,,FALSE,28,80,200,House,Jones Hill,4570,QLD,1944-08-26,80200,2 years,80,1,3,purebred,water dog,poodlestandard,poodlestandard,FALSE,0,2024-09-13 09:29:53,Morning (05:00 - 11:59),
exposure_f6a0b057-de64-4446-abe8-fddd9d3f8d83,male,FALSE,,,12,80,200,House,Mudgeeraba,4213,QLD,1979-11-02,80200,7-12 months,44,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2024-05-16 13:46:11,Afternoon (12:00 - 17:59),
exposure_f6a21ebf-12b4-4274-a147-77728809d15a,male,FALSE,,TRUE,4,80,0,House,Ascot Park,5043,SA,1979-08-26,800,0-6 months,44,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2024-04-22 10:56:22,Morning (05:00 - 11:59),
exposure_f6b3d523-f8df-4905-8da1-96b2dea5a347,female,TRUE,Not Sure,,30,80,200,House,Elwood,3184,VIC,1976-02-15,80200,2 years,48,1,3,unnamed cross,unknown,american staffordshire terrier cross,american staffordshire terrier cross,FALSE,0,2024-09-24 22:24:40,Evening (18:00 - 23:59),
exposure_f6bdd3a5-e22f-4142-829e-d23661f2cd75,male,FALSE,,,2,80,100,House,Randwick,2031,NSW,1992-09-26,80100,0-6 months,31,1,2,purebred,collie related,border collie,border collie,FALSE,0,2024-01-15 07:20:28,Morning (05:00 - 11:59),
exposure_f6bdf8d2-0281-45fe-974a-fdf2acedf0bc,male,FALSE,,FALSE,2,90,200,House,Loftus,2232,NSW,2004-07-22,90200,0-6 months,19,1,1,purebred,teckel,dachshundminiature long haired,dachshundminiature long haired,FALSE,0,2024-05-30 20:27:56,Evening (18:00 - 23:59),
exposure_f6c5e8c1-aa98-472e-bd8d-543eb640fd2b,female,FALSE,,,2,80,100,House,Saint Helens Park,2560,NSW,1995-12-12,80100,0-6 months,27,1,3,purebred,retriever,labrador retriever,labrador retriever,FALSE,0,2023-11-20 12:48:59,Afternoon (12:00 - 17:59),
exposure_f6cdcfaa-c61d-4029-983f-4741ce92d464,male,FALSE,,FALSE,2,90,200,Apartment,Southbank,3006,VIC,1990-01-01,90200,0-6 months,34,1,1,purebred,teckel,dachshundminiature smooth haired,dachshundminiature smooth haired,FALSE,0,2024-04-25 00:47:54,Late Night (00:00 - 04:59),
exposure_f6cf3220-b455-477c-ace2-e9ae4d1be0bc,male,FALSE,,FALSE,2,80,100,Apartment,Sunshine West,3020,VIC,1990-03-25,80100,0-6 months,34,1,1,purebred,terrier,cairn terrier,cairn terrier,TRUE,0,2024-09-15 21:53:32,Evening (18:00 - 23:59),
exposure_f6d126f1-7ebd-47be-862d-6819f68dc2af,female,FALSE,,FALSE,3,80,200,House,Wollert,3750,VIC,1994-04-06,80200,0-6 months,30,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2024-09-10 11:04:36,Morning (05:00 - 11:59),
exposure_f6d66459-cc9e-4db5-9d20-e74a4ab85264,female,FALSE,,,2,80,100,House,Eltham,3095,VIC,1970-03-16,80100,0-6 months,53,1,3,designerbreed,water dog,groodle,groodle,FALSE,0,2023-12-28 14:54:51,Afternoon (12:00 - 17:59),
exposure_f6e41405-6cc6-4123-af25-ee48fc70f7d7,male,FALSE,,,58,80,100,House,Noranda,6062,WA,1989-01-24,80100,4 years,35,1,3,unnamed cross,unknown,american staffordshire terrier cross,american staffordshire terrier cross,FALSE,0,2024-01-30 21:41:11,Evening (18:00 - 23:59),
exposure_f6e8e6ec-4fe6-4d80-95cc-4ff9e949512e,male,FALSE,,FALSE,2,80,200,House,Narre Warren North,3804,VIC,1968-09-10,80200,0-6 months,55,1,3,cross,,aussiedoodle,aussiedoodle,FALSE,0,2024-07-26 07:57:32,Morning (05:00 - 11:59),
exposure_f6fad9ec-9f3f-474e-8cb2-4c20dd3fa0d0,male,FALSE,,,60,80,0,House,Cumbalum,2478,NSW,1957-02-06,800,5 years,67,1,2,purebred,spaniel,english springer spaniel,english springer spaniel,FALSE,0,2024-04-11 09:32:55,Morning (05:00 - 11:59),
exposure_f6ff1b92-2d60-4150-ba3e-82e1f3fd7098,male,TRUE,1-2 yr,FALSE,26,100,200,House,Saint Kilda East,3183,VIC,1996-01-22,100200,2 years,28,3,2.666666667,cross,cross,cross,"australian cattle dog cross, bull arab, belgian shepherd dog malinois",FALSE,0,2024-08-16 18:12:43,Evening (18:00 - 23:59),
exposure_f70146ca-18a7-4bab-89b1-da95ec7b4120,male,FALSE,,,16,100,200,House,Gerringong,2534,NSW,1996-08-15,100200,1 years,28,1,3,purebred,brachycephalic,american staffordshire terrier,american staffordshire terrier,FALSE,0,2024-09-15 11:33:13,Morning (05:00 - 11:59),
exposure_f70ae856-4841-4f05-aafd-d0dd8ab4550c,male,FALSE,,,4,80,100,Apartment,Berwick,3806,VIC,1993-12-30,80100,0-6 months,30,1,3,cross,,irish doodle,irish doodle,FALSE,0,2024-03-20 09:08:57,Morning (05:00 - 11:59),
exposure_f70ff80e-50a6-402c-a40f-b56cf9cd776a,male,FALSE,,FALSE,11,90,100,House,Alkimos,6038,WA,2002-09-27,90100,7-12 months,21,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2024-06-05 17:54:03,Afternoon (12:00 - 17:59),
exposure_f71090b2-7e1a-496d-808b-db3e2d5edd87,female,FALSE,,,2,80,200,House,Rosemount,4560,QLD,1989-01-31,80200,0-6 months,35,1,2,purebred,brachycephalic,staffordshire bull terrier,staffordshire bull terrier,FALSE,0,2024-07-01 09:39:28,Morning (05:00 - 11:59),
exposure_f721dfa7-abbd-4b43-be93-dc23d8ee4f2d,female,FALSE,,FALSE,2,80,100,House,Lauderdale,7021,TAS,1956-06-16,80100,0-6 months,67,1,2,purebred,sighthound,whippet,whippet,FALSE,0,2024-05-17 07:34:28,Morning (05:00 - 11:59),
exposure_f72d5899-535c-445b-a23f-af696d3feeb8,male,TRUE,7-12 mo,TRUE,28,90,200,House,Brighton,4017,QLD,1961-06-05,90200,2 years,63,1,3,purebred,retriever,labrador retriever,labrador retriever,TRUE,0,2024-05-30 11:41:51,Morning (05:00 - 11:59),
exposure_f72d5e0d-114c-436a-b73f-410090e45f20,male,TRUE,4-6 mo,FALSE,70,90,100,House,Port Kennedy,6172,WA,1979-01-06,90100,5 years,45,1,1,purebred,brachycephalic,chihuahua,chihuahua,TRUE,0,2024-08-05 06:53:17,Morning (05:00 - 11:59),
exposure_f73826c2-05fa-4a6b-bebd-c765291a97c9,female,TRUE,0-3 mo,,37,80,100,House,Boyland,4275,QLD,1996-08-20,80100,3 years,27,1,2,unnamed cross,unknown,australian cattle dog cross,australian cattle dog cross,TRUE,0,2024-01-18 10:01:38,Morning (05:00 - 11:59),
exposure_f74ee44d-f2e5-491f-bea2-90edda94bc95,female,FALSE,,FALSE,2,80,200,Apartment,Yarraville,3013,VIC,1994-03-31,80200,0-6 months,30,1,1,purebred,brachycephalic,chihuahua,chihuahua,FALSE,0,2024-07-27 21:02:35,Evening (18:00 - 23:59),
exposure_f764e1f9-6e25-4bcb-a5e0-7ac40b9a1bbf,female,TRUE,7-12 mo,,39,80,100,House,Erina,2250,NSW,1991-12-02,80100,3 years,32,2,2,cross,cross,cross,"australian kelpie cross, australian cattle dog cross",TRUE,0,2024-02-10 15:55:49,Afternoon (12:00 - 17:59),
exposure_f766cfdf-b538-4044-90ca-7f203953f886,male,FALSE,,,15,80,100,House,Freshwater,2096,NSW,1982-10-19,80100,1 years,41,1,2,purebred,collie related,australian kelpie,australian kelpie,FALSE,0,2024-01-08 11:25:05,Morning (05:00 - 11:59),
exposure_f769c8c6-d3f6-40e8-90d2-d5245849ef0f,male,FALSE,,,38,80,100,House,Dee Why,2099,NSW,1967-12-02,80100,3 years,56,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2024-07-31 12:53:51,Afternoon (12:00 - 17:59),
exposure_f76df7f8-8585-4bdf-8afa-da3154ce0f89,female,TRUE,7-12 mo,FALSE,43,90,200,House,Herberton,4887,QLD,1991-04-03,90200,3 years,33,1,3,purebred,shepherd type,german shepherd,german shepherd,TRUE,0,2024-05-12 09:40:16,Morning (05:00 - 11:59),
exposure_f7740b42-a9c5-400c-816c-95d5eb00ce8a,male,FALSE,,FALSE,7,90,200,House,Darlinghurst,2010,NSW,1982-04-12,90200,7-12 months,42,1,1,purebred,brachycephalic,cavalier king charles spaniel,cavalier king charles spaniel,FALSE,0,2024-09-16 15:05:01,Afternoon (12:00 - 17:59),
exposure_f77789bd-f306-44b1-8075-bd6506d1720e,female,TRUE,4-6 mo,TRUE,43,80,200,House,Craigieburn,3064,VIC,1983-02-14,80200,3 years,41,1,1,designerbreed,water dog,cavoodle,cavoodle,TRUE,0,2024-05-28 08:01:07,Morning (05:00 - 11:59),
exposure_f78813e4-0434-4a09-9896-a15580c34926,male,TRUE,4-6 mo,,74,80,100,Apartment,Eltham,3095,VIC,1988-02-28,80100,6 years,35,1,1,purebred,teckel,dachshundminiature smooth haired,dachshundminiature smooth haired,FALSE,0,2023-11-14 06:11:47,Morning (05:00 - 11:59),
exposure_f789618e-2141-4046-8751-7dca1aafaa10,male,FALSE,,,4,100,100,Apartment,Bexley,2207,NSW,1976-12-20,100100,0-6 months,47,2,1,cross,cross,cross,"maltese cross, shih tzu",FALSE,0,2024-02-08 08:40:20,Morning (05:00 - 11:59),
exposure_f79344bb-9a5f-44d7-9153-c19d3bdf13ee,male,TRUE,4-6 mo,TRUE,75,80,200,House,Newstead,7250,TAS,1996-06-20,80200,6 years,28,1,1,purebred,brachycephalic,pug,pug,TRUE,0,2024-08-20 12:18:18,Afternoon (12:00 - 17:59),
exposure_f79a6117-1133-44d2-b295-cb56fd5ea306,male,TRUE,4-6 mo,FALSE,52,80,100,House,Paradise,5075,SA,1966-08-03,80100,4 years,57,1,1,cross,,spoodle,spoodle,TRUE,0,2024-05-06 12:37:54,Afternoon (12:00 - 17:59),
exposure_f7a2b82e-fe9f-4dcd-8b76-ec541feb103b,female,TRUE,0-3 mo,FALSE,39,90,200,Apartment,Southport,4215,QLD,1998-07-07,90200,3 years,26,1,2,unnamed cross,unknown,staffordshire bull terrier cross,staffordshire bull terrier cross,FALSE,0,2024-08-17 09:17:17,Morning (05:00 - 11:59),
exposure_f7a791a3-cdc2-47ff-a552-bb176703c012,male,TRUE,4-6 mo,FALSE,68,90,100,House,Sippy Downs,4556,QLD,1979-05-10,90100,5 years,45,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2024-07-18 07:33:49,Morning (05:00 - 11:59),
exposure_f7a7ced9-3c38-42ad-8354-620007a0e1d0,male,TRUE,4-6 mo,,38,80,0,House,Applecross,6153,WA,1979-09-17,800,3 years,44,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2024-03-09 09:48:18,Morning (05:00 - 11:59),
exposure_f7ae6d34-8ef7-4844-8da6-0168750d5b6d,male,FALSE,,,7,80,100,House,Angaston,5353,SA,1974-08-27,80100,7-12 months,49,1,1,cross,,spoodle,spoodle,FALSE,0,2024-03-31 05:29:30,Morning (05:00 - 11:59),
exposure_f7b1343b-a00b-4644-9489-edd594b87289,male,FALSE,,,38,80,200,House,Mickleham,3064,VIC,2002-04-30,80200,3 years,22,1,1,purebred,teckel,dachshundminiature smooth haired,dachshundminiature smooth haired,FALSE,0,2024-07-04 12:30:52,Afternoon (12:00 - 17:59),
exposure_f7b6100a-2829-45aa-90eb-89022176818b,male,FALSE,,,56,80,200,House,Clifton Hill,3068,VIC,1991-09-12,80200,4 years,32,1,2,purebred,collie related,australian kelpie,australian kelpie,FALSE,0,2024-07-15 16:20:20,Afternoon (12:00 - 17:59),
exposure_f7bf0e3b-49e7-4773-9a1f-5e7984dc15ad,male,TRUE,Not Sure,,43,80,200,House,Russell Island,4184,QLD,1975-11-18,80200,3 years,48,1,3,purebred,brachycephalic,american staffordshire terrier,american staffordshire terrier,FALSE,0,2024-09-24 20:41:13,Evening (18:00 - 23:59),
exposure_f7c0f4af-0c67-4123-a4a5-d9e76700da4b,female,FALSE,,,7,100,100,House,Mount Evelyn,3796,VIC,1991-03-04,100100,7-12 months,32,1,2,purebred,collie related,border collie,border collie,FALSE,0,2024-02-11 22:50:43,Evening (18:00 - 23:59),
exposure_f7c20f2d-aeb9-43d6-bd60-566009c5f2a0,female,FALSE,,,62,80,100,House,Blacktown,2148,NSW,1952-04-29,80100,5 years,71,1,3,unnamed cross,unknown,american staffordshire terrier cross,american staffordshire terrier cross,FALSE,1,2023-12-19 06:38:44,Morning (05:00 - 11:59),
exposure_f7c47115-0826-416a-9051-bea086840b12,male,TRUE,1-2 yr,TRUE,46,80,0,House,Burleigh Heads,4220,QLD,1986-12-30,800,3 years,37,1,3,purebred,shepherd type,german shepherd,german shepherd,FALSE,0,2024-08-24 14:44:51,Afternoon (12:00 - 17:59),
exposure_f7cb289a-c087-42ef-a2e1-42de1d711eca,female,FALSE,,FALSE,5,80,200,House,Wavell Heights,4012,QLD,1990-12-28,80200,0-6 months,33,2,2.5,cross,cross,cross,"australian kelpie cross, treeing walker coonhound",FALSE,0,2024-08-19 11:36:21,Morning (05:00 - 11:59),
exposure_f7cfe721-d7fb-4667-8b92-cb20e3331d4b,male,TRUE,7-12 mo,,40,80,0,House,Upper Coomera,4209,QLD,1992-11-05,800,3 years,31,1,1,cross,,moodle,moodle,FALSE,0,2024-02-22 07:08:05,Morning (05:00 - 11:59),
exposure_f7d9f21f-9c00-4cba-8267-a8f941e322b4,female,TRUE,4-6 mo,FALSE,20,80,200,Apartment,East Side,870,NT,1991-11-20,80200,1 years,32,1,2,unnamed cross,unknown,staffordshire bull terrier cross,staffordshire bull terrier cross,TRUE,0,2024-08-09 11:45:39,Morning (05:00 - 11:59),
exposure_f7e63ab9-c107-4723-931b-48355a7be051,female,TRUE,4-6 mo,FALSE,6,90,200,House,Collaroy Plateau,2097,NSW,1991-09-16,90200,0-6 months,33,1,2,purebred,collie related,australian kelpie,australian kelpie,FALSE,0,2024-09-24 11:00:14,Morning (05:00 - 11:59),
exposure_f7fc6229-ce7d-49cd-a1ca-b8c496377afd,female,FALSE,,TRUE,3,90,100,Apartment,Mountain Creek,4557,QLD,1986-06-05,90100,0-6 months,37,1,1,purebred,teckel,dachshundminiature smooth haired,dachshundminiature smooth haired,FALSE,0,2024-05-24 15:37:07,Afternoon (12:00 - 17:59),
exposure_f7fdc818-8860-48ad-9abc-58a131f0b29c,male,TRUE,0-3 mo,FALSE,5,80,100,House,Coomera,4209,QLD,2000-10-23,80100,0-6 months,23,2,2,cross,cross,cross,"staffordshire bull terrier, kelpie",TRUE,0,2024-06-09 19:41:36,Evening (18:00 - 23:59),
exposure_f801d242-9195-4b6f-90eb-d320675b40c7,female,FALSE,,FALSE,4,80,200,House,Seven Hills,2147,NSW,1983-11-02,80200,0-6 months,40,1,3,purebred,pointer,dalmatian,dalmatian,FALSE,0,2024-05-05 10:17:48,Morning (05:00 - 11:59),
exposure_f8120261-7a83-4c7a-b519-4784b71a7a89,male,FALSE,,FALSE,3,90,100,House,Coolamon,2701,NSW,1990-10-15,90100,0-6 months,33,1,1,purebred,brachycephalic,cavalier king charles spaniel,cavalier king charles spaniel,FALSE,0,2024-06-07 11:31:38,Morning (05:00 - 11:59),
exposure_f81435be-c71a-43d2-bd3f-fb0c6b1d72e2,male,TRUE,7-12 mo,TRUE,58,80,200,House,Herne Hill,3218,VIC,1982-12-29,80200,4 years,41,1,3,purebred,retriever,labrador retriever,labrador retriever,FALSE,0,2024-08-28 14:02:18,Afternoon (12:00 - 17:59),
exposure_f8157d24-c721-49f7-a848-33cd19a75d7f,male,TRUE,2+ yr,,68,90,0,House,Burleigh Heads,4220,QLD,1978-03-23,900,5 years,45,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2023-11-09 15:04:48,Afternoon (12:00 - 17:59),
exposure_f8195d4d-de00-42e4-8491-83115d7998cd,female,TRUE,1-2 yr,FALSE,27,80,200,House,North Tamworth,2340,NSW,1987-02-04,80200,2 years,37,1,3,purebred,brachycephalic,american staffordshire terrier,american staffordshire terrier,FALSE,0,2024-07-28 19:47:33,Evening (18:00 - 23:59),
exposure_f8267337-7fa9-4091-99e3-52fe20b76ad1,female,FALSE,,,9,80,0,House,Kingsley,6026,WA,1955-01-17,800,7-12 months,68,1,3,purebred,pinscher,doberman pinscher,doberman pinscher,FALSE,0,2023-11-03 16:35:49,Afternoon (12:00 - 17:59),
exposure_f8324da6-bfa3-4505-aab8-6c80396bb767,male,FALSE,,,3,100,100,House,Kenmore,4069,QLD,1975-09-30,100100,0-6 months,48,1,2,purebred,spaniel,cocker spaniel,cocker spaniel,FALSE,0,2024-01-14 22:23:25,Evening (18:00 - 23:59),
exposure_f8327f3e-67c6-492a-bd92-8cb9cab4256d,female,FALSE,,,30,80,200,House,Adelaide,5000,SA,1968-06-15,80200,2 years,56,1,2,purebred,collie related,australian shepherd,australian shepherd,FALSE,0,2024-09-22 10:10:08,Morning (05:00 - 11:59),
exposure_f835b7c7-9a47-4d66-9570-27f8378b807e,female,TRUE,0-3 mo,,21,90,100,Apartment,Rushcutters Bay,2011,NSW,1983-09-19,90100,1 years,40,1,2,designerbreed,water dog,mini groodle,mini groodle,FALSE,0,2024-03-18 09:18:48,Morning (05:00 - 11:59),
exposure_f8389d8a-1584-4992-a200-2071a9a32f19,male,TRUE,4-6 mo,,42,80,0,Apartment,Saint Marys,5042,SA,1993-07-05,800,3 years,30,1,1,purebred,teckel,dachshundminiature smooth haired,dachshundminiature smooth haired,TRUE,7,2023-12-05 21:02:21,Evening (18:00 - 23:59),
exposure_f839db69-fe5b-4702-8e40-bac9603fa0ef,male,FALSE,,,2,80,100,House,Nundah,4012,QLD,1997-09-10,80100,0-6 months,26,1,1,purebred,brachycephalic,chihuahua,chihuahua,FALSE,0,2023-11-20 12:58:00,Afternoon (12:00 - 17:59),
exposure_f839e489-dbd8-4e28-930f-dcc3cb015377,male,FALSE,,,2,90,200,House,Coffs Harbour,2450,NSW,1999-07-04,90200,0-6 months,25,1,2,purebred,spaniel,cocker spaniel,cocker spaniel,FALSE,0,2024-08-17 13:43:21,Afternoon (12:00 - 17:59),
exposure_f83c09d8-259e-4db2-a64f-8d78d9a1ac29,female,TRUE,4-6 mo,FALSE,32,80,200,House,The Vines,6069,WA,1972-03-29,80200,2 years,52,1,3,purebred,water dog,poodlestandard,poodlestandard,FALSE,0,2024-08-27 01:43:38,Late Night (00:00 - 04:59),
exposure_f83dba4a-e484-4e47-9044-589aeac55dad,female,FALSE,,,24,80,100,House,Mount Annan,2567,NSW,1961-02-16,80100,2 years,62,1,2,purebred,spitz related,siberian husky,siberian husky,FALSE,0,2024-01-27 12:29:38,Afternoon (12:00 - 17:59),
exposure_f83e9d42-2c19-4679-885e-b0cd9e3d2344,female,FALSE,,,4,80,100,House,Cannonvale,4802,QLD,1971-03-17,80100,0-6 months,53,1,1,purebred,teckel,dachshundminiature smooth haired,dachshundminiature smooth haired,FALSE,0,2024-07-04 10:39:29,Morning (05:00 - 11:59),
exposure_f857eae4-456e-41a6-9509-34f128a34acd,female,FALSE,,,62,100,100,House,Eastgardens,2036,NSW,1977-04-06,100100,5 years,46,1,2,purebred,spitz related,siberian husky,siberian husky,FALSE,0,2023-12-20 14:56:25,Afternoon (12:00 - 17:59),
exposure_f85aca19-f5d3-4432-8a12-bef3f6323adb,male,FALSE,,TRUE,19,80,200,House,Angle Vale,5117,SA,1999-06-28,80200,1 years,25,1,1,purebred,teckel,dachshundminiature long haired,dachshundminiature long haired,TRUE,0,2024-08-23 22:28:22,Evening (18:00 - 23:59),
exposure_f86161bd-758c-4311-9b6f-cb72647543c0,male,FALSE,,,29,80,100,House,Bray Park,4500,QLD,1996-01-16,80100,2 years,28,1,2,unnamed cross,unknown,australian kelpie cross,australian kelpie cross,FALSE,0,2024-06-20 12:38:58,Afternoon (12:00 - 17:59),
exposure_f861ff1f-66b9-4e62-897e-0c01b9e7ce10,female,FALSE,,,25,80,200,House,Enfield,3352,VIC,1988-10-28,80200,2 years,35,1,2,purebred,brachycephalic,french bulldog,french bulldog,FALSE,0,2024-06-29 12:07:15,Afternoon (12:00 - 17:59),
